Comment ,Label,1_Comment,2_Comment,tokens,sent_tokens
"Đến thời điểm hiện tại, ĐH Việt Đức là trường duy nhất có đầy đủ tiêu chuẩn trường ĐH quốc tế: thư viện, hệ thống nhà thi đấu, sân vận động, sân tennis, khu ký túc xá, nhà hát, giảng đường, ...",1,đến thời điểm hiện tại đh việt đức là trường duy nhất có đầy đủ tiêu chuẩn trường đh quốc tế thư viện hệ thống nhà thi đấu sân vận động sân tennis khu ký túc xá nhà hát giảng đường,đến thời điểm hiện tại đh việt đức là trường duy nhất có đầy đủ tiêu chuẩn trường đh quốc tế thư viện hệ thống nhà thi đấu sân vận động sân tennis khu ký túc xá nhà hát giảng đường,"['đến', 'thời_điểm', 'hiện_tại', 'đh', 'việt', 'đức', 'là', 'trường', 'duy_nhất', 'có', 'đầy_đủ', 'tiêu_chuẩn', 'trường', 'đh', 'quốc_tế', 'thư_viện', 'hệ_thống', 'nhà', 'thi_đấu', 'sân', 'vận_động', 'sân', 'tennis', 'khu', 'ký_túc_xá', 'nhà_hát', 'giảng_đường']",đến thời_điểm hiện_tại đh việt đức là trường duy_nhất có đầy_đủ tiêu_chuẩn trường đh quốc_tế thư_viện hệ_thống nhà thi_đấu sân vận_động sân tennis khu ký_túc_xá nhà_hát giảng_đường
dọn đồ của học sinh và bảo đồ của học sinh là đồ bỏ đi và đựng chồng chất trong túi rác.,0,dọn đồ của học sinh và bảo đồ của học sinh là đồ bỏ đi và đựng chồng chất trong túi rác,dọn đồ của học sinh và bảo đồ của học sinh là đồ bỏ đi và đựng chồng chất trong túi rác,"['dọn', 'đồ', 'của', 'học_sinh', 'và', 'bảo', 'đồ', 'của', 'học_sinh', 'là', 'đồ', 'bỏ', 'đi', 'và', 'đựng', 'chồng_chất', 'trong', 'túi', 'rác']",dọn đồ của học_sinh và bảo đồ của học_sinh là đồ bỏ đi và đựng chồng_chất trong túi rác
"Trường đang được đầu tư xây dựng trên diện tích đất rất rộng với những cong trình to đẹp.
Chúc mừng các em tân sinh viên tương lai nhé
20.03.2019",1,trường đang được đầu tư xây dựng trên diện tích đất rất rộng với những cong trình to đẹp chúc mừng các em tân sinh viên tương lai nhé 20032019,trường đang được đầu tư xây dựng trên diện tích đất rất rộng với những cong trình to đẹp chúc mừng các em tân sinh viên tương lai nhé 20032019,"['trường', 'đang', 'được', 'đầu_tư', 'xây_dựng', 'trên', 'diện_tích', 'đất', 'rất', 'rộng', 'với', 'những', 'cong', 'trình', 'to', 'đẹp', 'chúc_mừng', 'các', 'em', 'tân_sinh_viên', 'tương_lai', 'nhé', '20032019']",trường đang được đầu_tư xây_dựng trên diện_tích đất rất rộng với những cong trình to đẹp chúc_mừng các em tân_sinh_viên tương_lai nhé 20032019
Đang xây rất to và đẹp. Ủng hộ di dời trường ĐH ra ngoại tỉnh để giãn dân,1,đang xây rất to và đẹp ủng hộ di dời trường đh ra ngoại tỉnh để giãn dân,đang xây rất to và đẹp ủng hộ di dời trường đh ra ngoại tỉnh để giãn dân,"['đang', 'xây', 'rất', 'to', 'và', 'đẹp', 'ủng_hộ', 'di_dời', 'trường', 'đh', 'ra', 'ngoại_tỉnh', 'để', 'giãn', 'dân']",đang xây rất to và đẹp ủng_hộ di_dời trường đh ra ngoại_tỉnh để giãn dân
"Mình học ở đây, học rất vui. Các thầy dạy nhiệt tình, sẵn lòng chia sẻ mọi kiến thức.",1,mình học ở đây học rất vui các thầy dạy nhiệt tình sẵn lòng chia sẻ mọi kiến thức,mình học ở đây học rất vui các thầy dạy nhiệt tình sẵn lòng chia sẻ mọi kiến thức,"['mình', 'học', 'ở', 'đây', 'học', 'rất', 'vui', 'các', 'thầy', 'dạy', 'nhiệt_tình', 'sẵn_lòng', 'chia_sẻ', 'mọi', 'kiến_thức']",mình học ở đây học rất vui các thầy dạy nhiệt_tình sẵn_lòng chia_sẻ mọi kiến_thức
"Dự án cả 10 năm mới khởi công, hy vọng trường phát triển. nhà tôi kế bên nè.",1,dự án cả 10 năm mới khởi công hy vọng trường phát triển nhà tôi kế bên nè,dự án cả 10 năm mới khởi công hy vọng trường phát triển nhà tôi kế bên nè,"['dự_án', 'cả', '10', 'năm', 'mới', 'khởi_công', 'hy_vọng', 'trường', 'phát_triển', 'nhà', 'tôi', 'kế', 'bên', 'nè']",dự_án cả 10 năm mới khởi_công hy_vọng trường phát_triển nhà tôi kế bên nè
Một ngôi trường có cơ sở vật chất tuyệt vời.,1,một ngôi trường có cơ sở vật chất tuyệt vời,một ngôi trường có cơ sở vật chất tuyệt vời,"['một', 'ngôi', 'trường', 'có', 'cơ_sở', 'vật_chất', 'tuyệt_vời']",một ngôi trường có cơ_sở vật_chất tuyệt_vời
Tôi đã từng lấp dựng trường này hơn 1 năm .bên kết cấu thép của trí việt,1,tôi đã từng lấp dựng trường này hơn 1 năm bên kết cấu thép của trí việt,tôi đã từng lấp dựng trường này hơn 1 năm bên kết cấu thép của trí việt,"['tôi', 'đã', 'từng', 'lấp', 'dựng', 'trường', 'này', 'hơn', '1', 'năm', 'bên', 'kết_cấu', 'thép', 'của', 'trí', 'việt']",tôi đã từng lấp dựng trường này hơn 1 năm bên kết_cấu thép của trí việt
Đại Học Việt Đức chuẩn bị bàn giao giai đoạn 1 vào đầu năm 2020,1,đại học việt đức chuẩn bị bàn giao giai đoạn 1 vào đầu năm 2020,đại học việt đức chuẩn bị bàn giao giai đoạn 1 vào đầu năm 2020,"['đại_học', 'việt', 'đức', 'chuẩn_bị', 'bàn_giao', 'giai_đoạn', '1', 'vào', 'đầu', 'năm', '2020']",đại_học việt đức chuẩn_bị bàn_giao giai_đoạn 1 vào đầu năm 2020
"Khuôn viên trường và các khu xây dựng chuyên nghiệp, rất rộng, có nhiều cây xanh.

Nếu xét về quy mô thì ở Việt Nam chắc ít trường vượt qua được VGU.

Về vị trí: Hiện trường đã dời về địa điểm mới tại: Đường Lê Lai, Phường Hòa Phú, TP. Thủ Dầu Một, Tỉnh Bình Dương, không còn ở Làng đại học, thuộc Linh Trung, Thủ Đức như trước đây nữa.
",1,khuôn viên trường và các khu xây dựng chuyên nghiệp rất rộng có nhiều cây xanh nếu xét về quy mô thì ở việt nam chắc ít trường vượt qua được vgu về vị trí hiện trường đã dời về địa điểm mới tại đường lê lai phường hòa phú tp thủ dầu một tỉnh bình dương không còn ở làng đại học thuộc linh trung thủ đức như trước đây nữa,khuôn viên trường và các khu xây dựng chuyên nghiệp rất rộng có nhiều cây xanh nếu xét về quy mô thì ở việt nam chắc ít trường vượt qua được vgu về vị trí hiện trường đã dời về địa điểm mới tại đường lê lai phường hòa phú tp thủ dầu một tỉnh bình dương không còn ở làng đại học thuộc linh trung thủ đức như trước đây nữa,"['khuôn_viên', 'trường', 'và', 'các', 'khu', 'xây_dựng', 'chuyên_nghiệp', 'rất', 'rộng', 'có', 'nhiều', 'cây_xanh', 'nếu', 'xét', 'về', 'quy_mô', 'thì', 'ở', 'việt_nam', 'chắc', 'ít', 'trường', 'vượt', 'qua', 'được', 'vgu', 'về', 'vị_trí', 'hiện_trường', 'đã', 'dời', 'về', 'địa_điểm', 'mới', 'tại', 'đường', 'lê', 'lai', 'phường', 'hòa', 'phú', 'tp', 'thủ', 'dầu', 'một', 'tỉnh', 'bình', 'dương', 'không', 'còn', 'ở', 'làng', 'đại_học', 'thuộc', 'linh', 'trung', 'thủ', 'đức', 'như', 'trước', 'đây', 'nữa']",khuôn_viên trường và các khu xây_dựng chuyên_nghiệp rất rộng có nhiều cây_xanh nếu xét về quy_mô thì ở việt_nam chắc ít trường vượt qua được vgu về vị_trí hiện_trường đã dời về địa_điểm mới tại đường lê lai phường hòa phú tp thủ dầu một tỉnh bình dương không còn ở làng đại_học thuộc linh trung thủ đức như trước đây nữa
"KTX khá đầy đủ tiện nghi, quan trọng là cách mình thích ứng thoi.
- Công nhân viên hay bảo vệ ở đây đều rất thân thiện và vui vẻ
- Bị cái sóng trong phòng KTX rất yếu, nên lắp wifi nếu muốn xài trong phòng. Nhưng ra ngoài hành lang thì có lại sóng điện thoại. Nói chung khuôn viên trường sóng sánh không ổn định.
- Phòng tuyển sinh nằm ở Lầu 2, Tòa nhà hành chính, phòng 220. Từ thang máy lên mọi người rẽ trái nha. Trường hơi rộng, dễ đi lạc. Nên liên hệ trước để được hướng dẫn.
- Cây cối ở trường còn đang trong quá trình trồng, độ phủ xanh chưa đủ lớn.
-DPM-",1,ktx khá đầy đủ tiện nghi quan trọng là cách mình thích ứng thoi công nhân viên hay bảo vệ ở đây đều rất thân thiện và vui vẻ bị cái sóng trong phòng ktx rất yếu nên lắp wifi nếu muốn xài trong phòng nhưng ra ngoài hành lang thì có lại sóng điện thoại nói chung khuôn viên trường sóng sánh không ổn định phòng tuyển sinh nằm ở lầu 2 tòa nhà hành chính phòng 220 từ thang máy lên mọi người rẽ trái nha trường hơi rộng dễ đi lạc nên liên hệ trước để được hướng dẫn cây cối ở trường còn đang trong quá trình trồng độ phủ xanh chưa đủ lớn dpm,ktx khá đầy đủ tiện nghi quan trọng là cách mình thích ứng thoi công nhân viên hay bảo vệ ở đây đều rất thân thiện và vui vẻ bị cái sóng trong phòng ktx rất yếu nên lắp wifi nếu muốn xài trong phòng nhưng ra ngoài hành lang thì có lại sóng điện thoại nói chung khuôn viên trường sóng sánh không ổn định phòng tuyển sinh nằm ở lầu 2 tòa nhà hành chính phòng 220 từ thang máy lên mọi người rẽ trái nha trường hơi rộng dễ đi lạc nên liên hệ trước để được hướng dẫn cây cối ở trường còn đang trong quá trình trồng độ phủ xanh chưa đủ lớn dpm,"['ktx', 'khá', 'đầy_đủ', 'tiện_nghi', 'quan_trọng', 'là', 'cách', 'mình', 'thích_ứng', 'thoi', 'công_nhân_viên', 'hay', 'bảo_vệ', 'ở', 'đây', 'đều', 'rất', 'thân_thiện', 'và', 'vui_vẻ', 'bị', 'cái', 'sóng', 'trong', 'phòng', 'ktx', 'rất', 'yếu', 'nên', 'lắp', 'wifi', 'nếu', 'muốn', 'xài', 'trong', 'phòng', 'nhưng', 'ra', 'ngoài', 'hành_lang', 'thì', 'có', 'lại', 'sóng', 'điện_thoại', 'nói_chung', 'khuôn_viên', 'trường', 'sóng_sánh', 'không', 'ổn_định', 'phòng', 'tuyển_sinh', 'nằm', 'ở', 'lầu', '2', 'tòa', 'nhà', 'hành_chính', 'phòng', '220', 'từ', 'thang_máy', 'lên', 'mọi', 'người', 'rẽ', 'trái', 'nha', 'trường', 'hơi', 'rộng', 'dễ', 'đi', 'lạc', 'nên', 'liên_hệ', 'trước', 'để', 'được', 'hướng_dẫn', 'cây_cối', 'ở', 'trường', 'còn', 'đang', 'trong', 'quá_trình', 'trồng', 'độ', 'phủ', 'xanh', 'chưa', 'đủ', 'lớn', 'dpm']",ktx khá đầy_đủ tiện_nghi quan_trọng là cách mình thích_ứng thoi công_nhân_viên hay bảo_vệ ở đây đều rất thân_thiện và vui_vẻ bị cái sóng trong phòng ktx rất yếu nên lắp wifi nếu muốn xài trong phòng nhưng ra ngoài hành_lang thì có lại sóng điện_thoại nói_chung khuôn_viên trường sóng_sánh không ổn_định phòng tuyển_sinh nằm ở lầu 2 tòa nhà hành_chính phòng 220 từ thang_máy lên mọi người rẽ trái nha trường hơi rộng dễ đi lạc nên liên_hệ trước để được hướng_dẫn cây_cối ở trường còn đang trong quá_trình trồng độ phủ xanh chưa đủ lớn dpm
Nơi đào tạo ra sự chật lượng cho cuộc sống,1,nơi đào tạo ra sự chật lượng cho cuộc sống,nơi đào tạo ra sự chật lượng cho cuộc sống,"['nơi', 'đào_tạo', 'ra', 'sự', 'chật', 'lượng', 'cho', 'cuộc_sống']",nơi đào_tạo ra sự chật lượng cho cuộc_sống
Sắp học. Thấy mọi người đánh giá tốt với trường quốc tế xịn mà học phí phải chăng nên vote 5 sao trước.,1,sắp học thấy mọi người đánh giá tốt với trường quốc tế xịn mà học phí phải chăng nên vote 5 sao trước,sắp học thấy mọi người đánh giá tốt với trường quốc tế xịn mà học phí phải chăng nên vote 5 sao trước,"['sắp', 'học', 'thấy', 'mọi', 'người', 'đánh_giá', 'tốt', 'với', 'trường', 'quốc_tế', 'xịn', 'mà', 'học_phí', 'phải_chăng', 'nên', 'vote', '5', 'sao', 'trước']",sắp học thấy mọi người đánh_giá tốt với trường quốc_tế xịn mà học_phí phải_chăng nên vote 5 sao trước
Đang trong thời gian xây dựng và hoàn thiện. Tiềm năng lớn.,1,đang trong thời gian xây dựng và hoàn thiện tiềm năng lớn,đang trong thời gian xây dựng và hoàn thiện tiềm năng lớn,"['đang', 'trong', 'thời_gian', 'xây_dựng', 'và', 'hoàn_thiện', 'tiềm_năng', 'lớn']",đang trong thời_gian xây_dựng và hoàn_thiện tiềm_năng lớn
"Trường rất rộng và đẹp, nhìn từ sân thượng dãy 80 căn",1,trường rất rộng và đẹp nhìn từ sân thượng dãy 80 căn,trường rất rộng và đẹp nhìn từ sân thượng dãy 80 căn,"['trường', 'rất', 'rộng', 'và', 'đẹp', 'nhìn', 'từ', 'sân_thượng_dãy', '80', 'căn']",trường rất rộng và đẹp nhìn từ sân_thượng_dãy 80 căn
"trường không có căn tin cho sinh viên, +nhiều khoản thu phí quá đáng không xứng với giá trị,
+Làm phiền, kiểm tra phòng lúc nửa đêm, như thu tiền sv trg cho sân thể thao, không cho sinh viên ra khỏi phòng sau 11h,
+Chất lượng dịch vụ và cơ sở vật chất tệ, hư hỏng nặng chỉ sau vài tuần sử dụng
+Không cho Sv chạy xe vào sân trường để chuyển trọ nhưng cho nhân viên trường chạy thoải mái trên sảnh
+Thái độ một vài nhân viên trường không tốt
+Không đảm bảo được an ninh, người ngoài vào trường trộm cắp
+ Xe bus sinh viên đóng chi phí cao nhưng chất lượng không đạt yêu cầu ( không có máy lạnh)

Phụ huynh, sinh viên nên cân nhắc học ở đây",0,trường không có căn tin cho sinh viên nhiều khoản thu phí quá đáng không xứng với giá trị làm phiền kiểm tra phòng lúc nửa đêm như thu tiền sv trg cho sân thể thao không cho sinh viên ra khỏi phòng sau 11h chất lượng dịch vụ và cơ sở vật chất tệ hư hỏng nặng chỉ sau vài tuần sử dụng không cho sv chạy xe vào sân trường để chuyển trọ nhưng cho nhân viên trường chạy thoải mái trên sảnh thái độ một vài nhân viên trường không tốt không đảm bảo được an ninh người ngoài vào trường trộm cắp xe bus sinh viên đóng chi phí cao nhưng chất lượng không đạt yêu cầu không có máy lạnh phụ huynh sinh viên nên cân nhắc học ở đây,trường không có căn tin cho sinh viên nhiều khoản thu phí quá đáng không xứng với giá trị làm phiền kiểm tra phòng lúc nửa đêm như thu tiền sv trg cho sân thể thao không cho sinh viên ra khỏi phòng sau 11h chất lượng dịch vụ và cơ sở vật chất tệ hư hỏng nặng chỉ sau vài tuần sử dụng không cho sv chạy xe vào sân trường để chuyển trọ nhưng cho nhân viên trường chạy thoải mái trên sảnh thái độ một vài nhân viên trường không tốt không đảm bảo được an ninh người ngoài vào trường trộm cắp xe bus sinh viên đóng chi phí cao nhưng chất lượng không đạt yêu cầu không có máy lạnh phụ huynh sinh viên nên cân nhắc học ở đây,"['trường', 'không', 'có', 'căn', 'tin', 'cho', 'sinh_viên', 'nhiều', 'khoản', 'thu', 'phí', 'quá_đáng', 'không', 'xứng', 'với', 'giá_trị', 'làm_phiền', 'kiểm_tra', 'phòng', 'lúc', 'nửa_đêm', 'như', 'thu', 'tiền', 'sv', 'trg', 'cho', 'sân', 'thể_thao', 'không', 'cho', 'sinh_viên', 'ra', 'khỏi', 'phòng', 'sau', '11h', 'chất_lượng', 'dịch_vụ', 'và', 'cơ_sở', 'vật_chất', 'tệ', 'hư_hỏng', 'nặng', 'chỉ', 'sau', 'vài', 'tuần', 'sử_dụng', 'không', 'cho', 'sv', 'chạy', 'xe', 'vào', 'sân', 'trường', 'để', 'chuyển', 'trọ', 'nhưng', 'cho', 'nhân_viên', 'trường', 'chạy', 'thoải_mái', 'trên', 'sảnh', 'thái_độ', 'một_vài', 'nhân_viên', 'trường', 'không', 'tốt', 'không', 'đảm_bảo', 'được', 'an_ninh', 'người_ngoài', 'vào', 'trường', 'trộm_cắp', 'xe', 'bus', 'sinh_viên', 'đóng', 'chi_phí', 'cao', 'nhưng', 'chất_lượng', 'không', 'đạt', 'yêu_cầu', 'không', 'có', 'máy_lạnh', 'phụ_huynh', 'sinh_viên', 'nên', 'cân_nhắc', 'học', 'ở', 'đây']",trường không có căn tin cho sinh_viên nhiều khoản thu phí quá_đáng không xứng với giá_trị làm_phiền kiểm_tra phòng lúc nửa_đêm như thu tiền sv trg cho sân thể_thao không cho sinh_viên ra khỏi phòng sau 11h chất_lượng dịch_vụ và cơ_sở vật_chất tệ hư_hỏng nặng chỉ sau vài tuần sử_dụng không cho sv chạy xe vào sân trường để chuyển trọ nhưng cho nhân_viên trường chạy thoải_mái trên sảnh thái_độ một_vài nhân_viên trường không tốt không đảm_bảo được an_ninh người_ngoài vào trường trộm_cắp xe bus sinh_viên đóng chi_phí cao nhưng chất_lượng không đạt yêu_cầu không có máy_lạnh phụ_huynh sinh_viên nên cân_nhắc học ở đây
"Phòng KTX chật chội, chiều dài giường nằm chưa phù hợp cho sv có chiều cao, hệ thống cống chưa thoát hết nước - nhiều muỗi, tại khu KTX không thấy có bãi xe cho sv (bãi xe chung của trường quá xa khu KTX).",0,phòng ktx chật chội chiều dài giường nằm chưa phù hợp cho sv có chiều cao hệ thống cống chưa thoát hết nước nhiều muỗi tại khu ktx không thấy có bãi xe cho sv bãi xe chung của trường quá xa khu ktx,phòng ktx chật chội chiều dài giường nằm chưa phù hợp cho sv có chiều cao hệ thống cống chưa thoát hết nước nhiều muỗi tại khu ktx không thấy có bãi xe cho sv bãi xe chung của trường quá xa khu ktx,"['phòng', 'ktx', 'chật_chội', 'chiều', 'dài', 'giường_nằm', 'chưa', 'phù_hợp', 'cho', 'sv', 'có', 'chiều', 'cao', 'hệ_thống', 'cống', 'chưa', 'thoát', 'hết_nước', 'nhiều', 'muỗi', 'tại', 'khu', 'ktx', 'không', 'thấy', 'có', 'bãi', 'xe', 'cho', 'sv', 'bãi', 'xe', 'chung', 'của', 'trường', 'quá', 'xa', 'khu', 'ktx']",phòng ktx chật_chội chiều dài giường_nằm chưa phù_hợp cho sv có chiều cao hệ_thống cống chưa thoát hết_nước nhiều muỗi tại khu ktx không thấy có bãi xe cho sv bãi xe chung của trường quá xa khu ktx
Ngôi trường quá đẹp,1,ngôi trường quá đẹp,ngôi trường quá đẹp,"['ngôi', 'trường', 'quá', 'đẹp']",ngôi trường quá đẹp
"Mời chuyển campus mới nên vẫn chưa ổn 1 số khâu. Nhưng ko thể chê chất lượng giảng dạy và cơ sở vật chất. Ai muốn học lấy bằng châu âu, đi Đức thì vào đây là chuẩn rồi nhé. Highly recomnend!",1,mời chuyển campus mới nên vẫn chưa ổn 1 số khâu nhưng ko thể chê chất lượng giảng dạy và cơ sở vật chất ai muốn học lấy bằng châu âu đi đức thì vào đây là chuẩn rồi nhé highly recomnend,mời chuyển campus mới nên vẫn chưa ổn 1 số khâu nhưng ko thể chê chất lượng giảng dạy và cơ sở vật chất ai muốn học lấy bằng châu âu đi đức thì vào đây là chuẩn rồi nhé highly recomnend,"['mời', 'chuyển', 'campus', 'mới', 'nên', 'vẫn', 'chưa', 'ổn', '1', 'số', 'khâu', 'nhưng', 'ko', 'thể', 'chê', 'chất_lượng', 'giảng_dạy', 'và', 'cơ_sở', 'vật_chất', 'ai', 'muốn', 'học', 'lấy', 'bằng', 'châu', 'âu', 'đi', 'đức', 'thì', 'vào', 'đây', 'là', 'chuẩn', 'rồi', 'nhé', 'highly', 'recomnend']",mời chuyển campus mới nên vẫn chưa ổn 1 số khâu nhưng ko thể chê chất_lượng giảng_dạy và cơ_sở vật_chất ai muốn học lấy bằng châu âu đi đức thì vào đây là chuẩn rồi nhé highly recomnend
"Tuyệt vời cho sinh viên cả nước .khi bạn thi tuyển lọt vào đây ngoài học lực thì ngoại ngữ tiếng anh trên 8.5 là điều kiện tạm để bạn theo học tại trường
Ngoài ra thì … nói chung trả phải đi đâu xa mà vẫn đạt chuẩn du học Đức tại gia.
Mọi tiêu chuẩn và điều kiện ,ăn/ ở /học .đều gói gọn trong khuân viên của trường",1,tuyệt vời cho sinh viên cả nước khi bạn thi tuyển lọt vào đây ngoài học lực thì ngoại ngữ tiếng anh trên 85 là điều kiện tạm để bạn theo học tại trường ngoài ra thì … nói chung trả phải đi đâu xa mà vẫn đạt chuẩn du học đức tại gia mọi tiêu chuẩn và điều kiện ăn ở học đều gói gọn trong khuân viên của trường,tuyệt vời cho sinh viên cả nước khi bạn thi tuyển lọt vào đây ngoài học lực thì ngoại ngữ tiếng anh trên 85 là điều kiện tạm để bạn theo học tại trường ngoài ra thì … nói chung trả phải đi đâu xa mà vẫn đạt chuẩn du học đức tại gia mọi tiêu chuẩn và điều kiện ăn ở học đều gói gọn trong khuân viên của trường,"['tuyệt_vời', 'cho', 'sinh_viên', 'cả', 'nước', 'khi', 'bạn', 'thi_tuyển', 'lọt', 'vào', 'đây', 'ngoài', 'học_lực', 'thì', 'ngoại_ngữ', 'tiếng', 'anh', 'trên', '85', 'là', 'điều_kiện', 'tạm', 'để', 'bạn', 'theo', 'học', 'tại', 'trường', 'ngoài_ra', 'thì', '…', 'nói_chung', 'trả', 'phải', 'đi', 'đâu', 'xa', 'mà', 'vẫn', 'đạt', 'chuẩn', 'du_học', 'đức', 'tại_gia', 'mọi', 'tiêu_chuẩn', 'và', 'điều_kiện', 'ăn_ở', 'học', 'đều', 'gói', 'gọn', 'trong', 'khuân_viên', 'của', 'trường']",tuyệt_vời cho sinh_viên cả nước khi bạn thi_tuyển lọt vào đây ngoài học_lực thì ngoại_ngữ tiếng anh trên 85 là điều_kiện tạm để bạn theo học tại trường ngoài_ra thì … nói_chung trả phải đi đâu xa mà vẫn đạt chuẩn du_học đức tại_gia mọi tiêu_chuẩn và điều_kiện ăn_ở học đều gói gọn trong khuân_viên của trường
"Trường to đẹp, lương hơi thấp",1,trường to đẹp lương hơi thấp,trường to đẹp lương hơi thấp,"['trường', 'to', 'đẹp', 'lương', 'hơi', 'thấp']",trường to đẹp lương hơi thấp
Mọi việc từ khi biết và tìm đến Quí trường đại học Việt Đức đều xuống sẻ việc vào trường cho con trai.,1,mọi việc từ khi biết và tìm đến quí trường đại học việt đức đều xuống sẻ việc vào trường cho con trai,mọi việc từ khi biết và tìm đến quí trường đại học việt đức đều xuống sẻ việc vào trường cho con trai,"['mọi', 'việc', 'từ', 'khi', 'biết', 'và', 'tìm', 'đến', 'quí', 'trường', 'đại_học', 'việt', 'đức', 'đều', 'xuống', 'sẻ', 'việc', 'vào', 'trường', 'cho', 'con_trai']",mọi việc từ khi biết và tìm đến quí trường đại_học việt đức đều xuống sẻ việc vào trường cho con_trai
VGU thật sự rất tuyệt,1,vgu thật sự rất tuyệt,vgu thật sự rất tuyệt,"['vgu', 'thật_sự', 'rất', 'tuyệt']",vgu thật_sự rất tuyệt
"Wow trường rộng thì khỏi phải bàn luôn, mong là học phí vừa phải để nhiều sinh viên có cơ hội học tập.",1,wow trường rộng thì khỏi phải bàn luôn mong là học phí vừa phải để nhiều sinh viên có cơ hội học tập,wow trường rộng thì khỏi phải bàn luôn mong là học phí vừa phải để nhiều sinh viên có cơ hội học tập,"['wow', 'trường', 'rộng', 'thì', 'khỏi', 'phải', 'bàn', 'luôn', 'mong', 'là', 'học_phí', 'vừa_phải', 'để', 'nhiều', 'sinh_viên', 'có', 'cơ_hội', 'học_tập']",wow trường rộng thì khỏi phải bàn luôn mong là học_phí vừa_phải để nhiều sinh_viên có cơ_hội học_tập
"Cở sở vật chất không thua nước ngoài, con tôi đã tốt nghiệp ở VGU trường cũ nên biết được chất lượng giảng dạy rất tuyệt vời, gần như các em ra trường có việc làm ổn định.",1,cở sở vật chất không thua nước ngoài con tôi đã tốt nghiệp ở vgu trường cũ nên biết được chất lượng giảng dạy rất tuyệt vời gần như các em ra trường có việc làm ổn định,cở sở vật chất không thua nước ngoài con tôi đã tốt nghiệp ở vgu trường cũ nên biết được chất lượng giảng dạy rất tuyệt vời gần như các em ra trường có việc làm ổn định,"['cở', 'sở', 'vật_chất', 'không', 'thua', 'nước_ngoài', 'con', 'tôi', 'đã', 'tốt_nghiệp', 'ở', 'vgu', 'trường', 'cũ', 'nên', 'biết', 'được', 'chất_lượng', 'giảng_dạy', 'rất', 'tuyệt_vời', 'gần', 'như', 'các', 'em', 'ra', 'trường', 'có', 'việc_làm', 'ổn_định']",cở sở vật_chất không thua nước_ngoài con tôi đã tốt_nghiệp ở vgu trường cũ nên biết được chất_lượng giảng_dạy rất tuyệt_vời gần như các em ra trường có việc_làm ổn_định
"Trường có kiến trúc theo chuẩn châu âu, đẹp, mới khánh thành khuôn viên trường ngày 11/11",1,trường có kiến trúc theo chuẩn châu âu đẹp mới khánh thành khuôn viên trường ngày 1111,trường có kiến trúc theo chuẩn châu âu đẹp mới khánh thành khuôn viên trường ngày 1111,"['trường', 'có', 'kiến_trúc', 'theo', 'chuẩn', 'châu', 'âu', 'đẹp', 'mới', 'khánh_thành', 'khuôn_viên', 'trường', 'ngày', '1111']",trường có kiến_trúc theo chuẩn châu âu đẹp mới khánh_thành khuôn_viên trường ngày 1111
"Phòng tuyển sinh nằm ở Lầu 2, Tòa nhà hành chính, phòng 220. Từ thang máy lên mọi người rẽ trái nha. Trường hơi rộng, dễ đi lạc. Nên liên hệ trước để được hướng dẫn.",1,phòng tuyển sinh nằm ở lầu 2 tòa nhà hành chính phòng 220 từ thang máy lên mọi người rẽ trái nha trường hơi rộng dễ đi lạc nên liên hệ trước để được hướng dẫn,phòng tuyển sinh nằm ở lầu 2 tòa nhà hành chính phòng 220 từ thang máy lên mọi người rẽ trái nha trường hơi rộng dễ đi lạc nên liên hệ trước để được hướng dẫn,"['phòng', 'tuyển_sinh', 'nằm', 'ở', 'lầu', '2', 'tòa', 'nhà', 'hành_chính', 'phòng', '220', 'từ', 'thang_máy', 'lên', 'mọi', 'người', 'rẽ', 'trái', 'nha', 'trường', 'hơi', 'rộng', 'dễ', 'đi', 'lạc', 'nên', 'liên_hệ', 'trước', 'để', 'được', 'hướng_dẫn']",phòng tuyển_sinh nằm ở lầu 2 tòa nhà hành_chính phòng 220 từ thang_máy lên mọi người rẽ trái nha trường hơi rộng dễ đi lạc nên liên_hệ trước để được hướng_dẫn
Hy vọng trường sẽ hoàn thành trong năm sau để các bạn sinh viên Việt Đức được học trong Campus mới với các trang thiết bị hiện đại.,1,hy vọng trường sẽ hoàn thành trong năm sau để các bạn sinh viên việt đức được học trong campus mới với các trang thiết bị hiện đại,hy vọng trường sẽ hoàn thành trong năm sau để các bạn sinh viên việt đức được học trong campus mới với các trang thiết bị hiện đại,"['hy_vọng', 'trường', 'sẽ', 'hoàn_thành', 'trong', 'năm', 'sau', 'để', 'các', 'bạn', 'sinh_viên', 'việt', 'đức', 'được', 'học', 'trong', 'campus', 'mới', 'với', 'các', 'trang', 'thiết_bị', 'hiện_đại']",hy_vọng trường sẽ hoàn_thành trong năm sau để các bạn sinh_viên việt đức được học trong campus mới với các trang thiết_bị hiện_đại
