Comment ,Label
Một trường đại học nhưng lại có một ban lãnh đạo nhiệm kỳ 2020-2023 phải nói xếp hạng cho đúng là xếp vào hạng MẤT DẠY cố tình thu học phí sai quy định đến khi kiểm toán thì lại không trả cho sinh viên mà lại nộp vào ngân sách để chạy tội,0
Phòng tuyển sinh hời hợt vs sinh viên,0
"Trường dạy chất lượng kém, không biết thì hỏi kêu lên mạng tự mò, mò loll à, cái trường nằm trong tỉnh mà còn chồng lên tỉnh khác nữa, tuyển sinh cho cố rồi dạy chả ra gì, cắn tiền thì hay, mấy cái đánh giá 5 sao nhìn mắc ỉa vãi, bỏ tiền ra mua rồi kêu mấy GV trong trường tự đánh giá, làm trò hề cho thiên hạ, tiền mua đánh giá thì cải tạo chất lượng giảng dạy hay hơn ko",0
"Tui đang học khoa công nghệ thông tin , sau một năm học tại đây thấy đc giảng viên của khoa cũng như của trường khá hòa đồng , giảng dạy nhiệt huyết ,sinh viên của khoa cũng như của trường thân thiện , dễ gần . vấn đề đào tạo khá tốt thầy , không chỉ trong trường mà khoa cntt còn hỗ trợ liên kết với nhiều phía .",1
"Đại học Bình Dương là địa thế rất đẹp, cao ráo và thoáng mát với những đội ngũ giảng viên nhiều kinh nghiệm, giảng dạy nhiệt tình",1
Cán bộ quản lý và lãnh đạo khoa rất quan tâm đến tâm tư nguyện vọng của sinh viên.,1
"Thầy/Cô thân thiện, nhiệt tình. Trường có nhiều CLB cho sinh viên tham gia.",1
Truong co cac anh chị hỗ trợ nhiệt tình tìm ký túc xá cho các em sv,1
"môi trường học tập thân thiện, vị trí dễ tìm",1
"Cơ sở vật chất hiện đại, rộng rãi, thoáng mát.",1
Cơ sở 2 của Trường Đại học Mở ( Đường Võ Văn Tần) TPHCM. Ngôi trường thân yêu đầy bóng mát và cây xanh. Yêu ❤ lắm,1
Hơi thiếu thốn so với các chi nhánh khác ở Sài Gòn,0
Cơ sở đào tạo ngành công nghệ sinh học của Trường ĐH Mở TP Hồ Chí Minh khuôn viên rộng rãi và mát mẻ rất phù hợp với lĩnh vực sinh học.,1
"Canh dep va rat nhieu cay xanh. Chi tiet:

+Theo các tiêu chí sau:
1.Đường vào: Đường ô tô vào được có bãi xe rộng
2.Ngoại thất , phong cảnh bên ngoài: thoáng mát, phong cảnh đẹp
3.Nội thất và trang trí bên trong: Thoáng mát, ấm cúng, trang trí đẹp
4.Hàng hóa và dịch vụ: Đa dạng sản phẩm dịch vụ
5.Cách phục vụ: Nhiệt tình chu đáo
6.Giá cả: Giá cả vừa phù hợp với 5 tiêu chí trên
Tổng hợp các tiêu chí trên tôi đánh giá địa điểm này 5*",1
Ngôi trường thân thương không khí trong lành cơ sở vật chất tốt,1
Trường trang bị các thiết bị đầy đủ <3,1
tốt,1
Thoáng mát,1
"Rộng rãi, thoáng",1
Trường rộng. Sạch đẹp. Nhưng chất lượng dạy thì không tốt,0
"Nhà trường sắp xếp lịch thi cho hệ từ xa không phù hợp toàn sắp xếp thời gian ban đêm. Những bạn ở xa ngoại thành thi về rất trễ qua hôm qua lại đi làm. Khi hỏi đến nhờ tư vấn elosupport thì trả lời như không trả lời , trả lời một cách rất qua loa cho xong việc . Tư vấn viên thì tỏ hẳn thái độ khi được nhờ giải quyết . Nói chung thái độ và cách sắp xếp thời gian thi rất rất không được",0
"Giữ xe ở MTL thì thái độ vô học, chất lượng đào tạo thì kém, phòng QLDT quá kém, thái độ trịch thượng, ai vào rồi sẽ hối hận ko kịp, mẹ, đa số đánh giá 5s ở đây đều là bọn nó thuê máy chạy để nâng sao lên, đừng làm cái trò bẩn thỉu vậy nhé.",0
Chưa bao giờ hối hận khi là sinh viên của trường ❤️,1
"Đôi lúc không tìm thấy thứ ta cần, nhưng nhìn chung vẫn ok nên 4 sao nhé!!",1
Nen can nhac khi chon,0
Học chương trình liên kết mà cơ sở vật chất rởm. Bàn ghế như cấp 3 không có tựa lưng ghế. Máy lạnh phòng 40 người vẫn nóng hừng hực như lò bát quái. Mạng thì chập chờn.,0
"1. Trường nên xem lại việc thu tiền của học viên; 2. Nhận học viên thì đừng nhận để kiếm tiền, đừng đưa học viên đăng ký học vb2 vô lớp vb1 rồi để học viên tự đăng ký môn học để tốt nghiệp; 3. Trường giống ..... à thôi.",0
Trường này không có đào tạo hình thức vừa làm vừa học ngành cấp thoát nước ở an giang nhưng vẫn thông báo nhận hồ sơ và thu lệ phí xét tuyển,0
"Ngôi trường khang trang,trang thiết bị tốt, có cả máy lạnh",1
Sạch sẽ nhân viên vệ sinh ok,1
Trường gì mà học phí cao mà cứ dí đóng học phí phải nhanh còn lúc chuyển tiền lại cho sv thì chậm chạp làm ăn lề mề. Cho 1 sao luôn trường gì thiếu chuyên nghiệp hết sức,0
"đến từ 8h kém để nhận bằng
họ hẹn hơn 8h sẽ có nhân viên phụ trách tới phát bằng
8h rưỡi quay lại thì người đó vẫn chưa tới
đợi đến 9h 15 người đó tới
kéo theo cả đám người quan hệ cocc kiểu gì
chen ngang ko bốc số ko xếp hàng gì
chơi trên đầu trên cổ người ta
trường to đẹp như vậy
mà chỉ 1 người có khả năng đưa bằng
người đó tới trễ gọi ko nge máy là coi như trường ko làm được gì cả",0
"Có quay lại trường xin giấy tờ, thấy thái độ bảo vệ hơi xuống cấp, không như trước.",0
"Trường học mà cứ tưởng đi sự kiện, âm nhạc lá chính, tiếng thầy cô là nền.",0
"Trường gì nói 1 đằng làm 1 nẻo, đợi sinh viên đăng ký môn hết rồi mới thông báo đổi địa điểm, đổi địa điểm chưa đủ đợi sinh viên thanh toán học phí rồi thông báo đổi lịch thi, từ Gò Vấp dời ra Nhà Bè. Hotline trường gọi thì không ai nghe máy, email cho bên trợ giảng củng không ai thèm rep.",0
"Vấn đề thứ 1 trường để số đt hotline mà gọi không bao giờ nghe!
Vấn đề thứ 2 có cơ sở dưới đồng nai mà tại sao lại bắt sv lên sài gòn thi, nếu thì ở trong tp hay gì thì ko đáng nhắc tới nhưng lại xuống tận nhà bè nơi khi ho cò gáy ko có lấy dịch vụ grab, đến địa chỉ trên grab còn ko có. Ko biết làm ăn kiểu gì hay chỉ biết lấy tiền sinh viên xong rồi thôi???
Vấn đề thứ 3 nhà trường cũng ko thèm coi đóng góp ý kiến từ sinh viên và phụ huynh của học sinh trong trường, cái cơ bản của nghề giáo là ở đâu?",0
"Xử lý vấn đề cho sinh viên quá tệ. Thật sự ko tốt, hiệu quả như những gì nhà trường truyền thông",0
"Giải quyết vấn đề thiếu chuyên nghiệp, làm trễ nãi việc học của sinh viên",0
Mặc dù có nhiều điểm cần cải thiện nhưng đây vẫn là ngôi trường mình chọn học trong 3 năm qua. Mãi iu OU 💙🫶🏻,1
Tuyển sinh một nơi cho học một ngã. Thông tin không rõ ràng. Làm trễ nãi tương lai của nhiều người vì sự vô đạo đức của trường.,0
"Trường lừa đảo tân sinh viên, rồi mở giọng văn thông cảm. Trường dạy đa ngành mà tưởng đâu đa cấp lừa đảo các em sinh viên. Mọi người đừng cho con em vào trường này tuy chất lượng giảng dạy ở mức khá nhưng cái tâm làm giáo dục không khác gì lừa đảo",0
"Ngôi trường thân yêu của tôi trong những năm đại học, là trường đạo tạo nhiều chuyên ngành chất lượng",1
"Vị trí trung tâm, có nhiều chương trình đào tạo phù hợp với người học.",1
Trường có nhiều khoa và ngành phù hợp với nhiều đối tượng học viên,1
"ĐÂY LÀ REVIEW CHÂN THẬT CỦA MÌNH
Mình là sinh viên của trường nay mình xin review đôi chút về trường cho các bạn có ý định thi vào trường tham khảo nhé
1. Trường có nhiều cơ sở nhưng hầu như học cố định, không di chuyển nhiều
2. Có hệ thống nước sạch cung cấp cho sinh viên uống và mang về
3. Một phòng có 3 máy lạnh và 12 máy quạt sinh viên có quyền bật mỗi khi đi học ( không bật đôi khi bị giảng viên la )
4. Phòng mới, có máy chiếu, bàn ghế mới
5. Thư viện vừa mát vừa có wifi tốt có thể chơi games các thứ
6. Giảng viên khá thân thiện, tại mình học toàn trúng giảng viên thân thiện thôi, còn bên ngoài có ý khác thì mình không biết
7. Trường biết lắng nghe cũng như suy xét ý kiến của sinh viên
8. Đội ngũ giảng viên chất lượng tốt
9. Nhà vệ sinh rất rất sạch luôn, luôn được dọn dẹp liên tục mình rất thích
10. Thật lòng khi đang viết đến đây mình suy nghĩ ra cái tiêu cực để chê cho hợp lý nhưng vẫn chưa nghĩ ra, khi nào nghĩ ra mình bổ sung thêm nha",1
"Chất lượng đào tào khá ổn, chương trình học khá thoải mái đối với sinh viên chính quy. Trường có nhiều cơ sở học khác nhau, cơ sở Võ Văn Tần chỉ là cơ quan hành chính của trường. Ngoài ra còn là nơi đào tạo đặc biệt theo học tại đây.
Trường có cơ sở hạ tầng rất tốt, mỗi lớp học đều có máy lạnh. Tất cả nhà vệ sinh của trường sạch sẽ tuy nhiên chỉ có tầng trệch là lớn nhất. Bãi giữ xe tại cơ sở Võ Văn Tần khá nhỏ nếu không muốn nói là quá nhỏ. Trường mỗi khi có sự kiện là sẽ hết nơi gửi xe. Lời khuyên các bạn có sự kiện lên trường cần phải đi sớm.
Xung quan trường có khá nhiều tụ điểm ăn uống, giá cả theo mức sống của cư dân trung tâm thành phố.
Đại học Mở nhìn lại về chất lượng vẫn không thua kém các trường đại học khác tại thành phố.",1
"Ngôi Trường tốt về chất lượng giảng dạy và đạo đức, là Trường công lập có học phí thấp nhất cho đến hiện nay.",1
"Trường đại học Mở TP.HCM

- Nơi đã đào tạo ra những sinh viên tuyệt vời (tất nhiên tính cả tui trong đó). Những người mà mai này sẽ xây dựng một Việt Nam giàu đẹp, văn mình và tiến bộ ^_^

- Nơi tôi đã có bao kỉ niệm khó quên thời sinh viên

- Nơi những giấc mơ của một chàng sinh viên bắt đầu

- Nho Khô (Khóa 2011-2015 Khoa ĐTĐB Ngành Ngân Hàng)",1
"Mình từng là sinh viên của trường. Đây là cơ sở chính, chủ yếu phục vụ các vấn đề hành chính. Với mỗi ngành học khách nhau, sinh viên sẽ học ở mỗi cơ sở tương ứng được thiết kế dành riêng cho ngành học đó.",1
"Trường k cố định cơ sở nào, tân sinh viên mới lên tp mà cứ bắt chạy cơ sở
Thi tadv thì quận gò vấp, shcd thì q3, nhận đồng phục quy định trong 1 tuần lỡ k trùng ngày với thi tadv với shcd là phải bắt xe lên nhận nữa, ba mẹ cũng k có tg và tiền bạc để đưa đi nhiều như vậy",0
"Sự làm việc không thống nhất giữa các phòng ban nhất là giữa phòng Khảo thí và khoa Ngoại Ngữ dẫn đến tình trạng một môn thi tới lận 2 kỳ Final lận. Và quản lý học tập làm việc quá tệ đợi sát đích mới thông báo cho sinh viên. Làm ăn như vậy mất uy tín quá! Không có trường nào bắt sinh viên thi tới hai lần Final lận! Tệ quá!
",0
"trải ngiệm cực kỳ tệ, trường không bao giờ cho sinh viên kiệp đóng tiền, không hỗ trợ sinh viên, mặc dù trong dịch covid-19, trường ko giảm học phí còn tăng lên rất nhiều, đã gửi mail xin khất học phí vì dịch nhưng trường vẫn khóa tài khoảng, ép sinh viên đóng thêm phí mở 60 ngàn",0
"Đưa ra những yêu cầu đi tình nguyện phi lý. Ép sinh viên phải đi xa xôi nguy hiểm. An toàn và thời gian của sinh viên không được đảm bảo.
",0
"Quá tệ. Tới lấy bằng tốt nghiệp mà đợi hơn 30p đứng ngoài cổng bảo vệ nắng không có ghế cho sv ngồi đợi.
Trường làm ăn thiếu chuyên nghiệp!",0
Chưa thấy trường nào vì đóng học phí trễ mà không được đăng ký môn học của học kỳ sau như trường này. Quá tệ!,0
Trường học lý thuyết là chủ yếu. Thực hành ư? Chán lắm cơ.,0
"Lâu năm, nhiều kinh nghiệm, đa dạng ngành nghề đào tạo, có uy tín cao",1
"Khuôn viên trường hoi bé, chất lượng đào tạo tốt",1
"Trường như cl z, học phí kì nào cũng đóng đúng hạn mà hb ngâm 3 tháng ???",0
Em yêu trường em với bao bạn thân và cô giáo hiền như yêu quê hương cắp sách đến trường trong muôn vàn yêu thương,1
"Em có thể yêu trường 3 ngày. Ngày hôm qua, ngày hôm nay và ngày mai <3",1
"Csvc nhu cl ngta ma hp mac ko gi bang, dep me truong dc roi do",0
"Từ lúc vô trường tới giờ chưa có gì để chê hết, 10đ ko có nhưng. Ai có ý định vô trường thì vô liền thoi khỏi cần suy nghĩ",1
"Học ở ĐH Hải Phòng thấy cũng ổn áp phết! Giáo viên thì siu nhiệt tình, hỗ trợ tụi mình hết mức. Khuôn viên thì rộng rãi, cây xanh mát mẻ, tha hồ sống ảo 😆. Học phí cũng hợp lý nữa, mà còn nhiều hoạt động ngoại khoá vui nhộn để kết bạn. Ai còn phân vân thì cứ yên tâm vào nha!",1
"Trường học gì mà phòng ốc lúc nào cũng bí, wifi thì lag muốn xỉu. Học phí lại còn tăng hoài, dịch vụ chả thấy cải thiện gì nhiều. Giảng viên thì có người nhiệt tình, có người kiểu dạy cho xong á, hơi chán!",0
"Mỗi lần vô lớp là thấy nản, giảng xong rồi như ai hiểu kệ, không có tương tác gì với sinh viên luôn á.",0
Sân trường thì đẹp mà dịch vụ thì quá chán. Cái gì cũng phải chạy đi tìm người hỏi mà vẫn không ai giải quyết nổi.,0
"Đi học mà cứ như đi hành xác, cơ sở vật chất xuống cấp quá, máy lạnh hỏng suốt mà sửa thì lâu lắm luôn.",0
"Đông sinh viên quá mà không có phòng học đủ chỗ, lúc nào cũng phải ngồi chen chúc chật cứng!",0
"Giảng viên thì cũng có người tâm huyết, mà có người giảng nhanh như chạy đua, không hiểu được gì",0
"Dịch vụ hỗ trợ sinh viên thì lằng nhằng, hồ sơ giấy tờ làm mãi không xong, chờ đợi dài cổ mà không thấy đâu",0
"Wifi chập chờn như cái gì, mỗi lần cần tra cứu là phải chạy ra quán cà phê để dùng mạng.",0
"Đợt trước có mấy hoạt động câu lạc bộ vui, giờ cắt giảm hết, sinh viên không có gì để tham gia ngoài học.",0
"Mỗi lần đóng học phí là một nỗi đau, giá tăng lên mà không thấy dịch vụ hay chất lượng tăng theo luôn.",0
"Ký túc xá thì chật chội, phòng nhỏ mà sinh viên đông, điều kiện sống không thoải mái tí nào.",0
"Trường thì to đùng mà phòng học thiếu thốn đủ thứ. Mùa hè vô học mà như bước vô cái lò nướng, ai chịu nổi. Cứ ngồi trong lớp mà chỉ muốn về nhà cho xong.",0
"Lớp thì đông đúc, mà máy chiếu thì mờ tịt, ngồi cuối coi như chả thấy gì. Nhiều khi phải nhìn màn hình mà đoán ý giáo viên nói. Học thế này mà ai hiểu nổi.",0
"Căn tin trường bán đồ giá thì chát mà chất lượng thì chả ra sao. Ăn xong mà thấy không ngon, có khi còn sống nữa. Mua một lần là chừa không dám quay lại.",0
"Ký túc xá thì xuống cấp thấy rõ, phòng ốc cứ ẩm ướt và nấm mốc bám đầy. Vừa bước vô đã muốn về nhà ngay lập tức. Ở mà thấy ngán không thể tả.",0
Sân trường thì đầy rác mà cứ như chẳng ai dọn dẹp. Đã vậy còn không có ai nhắc nhở ý thức nữa chứ. Nhìn vào mà thấy thất vọng,0
"Nói về học phí thì tăng đều đều, mà hỏi cải thiện gì chưa thì vẫn y nguyên. Cứ như đóng thêm mà chả thấy gì mới. Cứ cảm giác tiền học phí bỏ ra không xứng đáng",0
"Dịch vụ hỗ trợ sinh viên chậm kinh khủng, làm việc gì cũng đợi dài cổ. Có việc gấp thì cũng xác định là phải chờ lâu mới xong. Mỗi lần lên hỏi là lại thêm một lần nản.",0
"Wifi thì lúc mạnh lúc yếu, học online mà cứ mất mạng liên tục. Đang nghe giảng thì mạng lag đứng hình luôn. Chẳng khác gì bắt đi học offline",0
"Giảng viên cũng có người giỏi, nhưng nhiều người lên lớp mà chỉ đọc cho xong bài. Sinh viên ngồi nghe thì chán đến phát ngáp. Kiểu dạy vậy thì học hành gì nổi",0
"Khuôn viên thì rộng thật đấy, mà chả có nhiều cây cối bóng mát. Trưa nắng muốn tìm chỗ ngồi nghỉ cũng khó. Đúng là đẹp mà không tiện chút nào.",0
"Hoạt động ngoại khóa dạo này ít ỏi, chả còn gì vui như trước. Hồi xưa sinh viên còn có cái mà tham gia, giờ thì nhạt nhẽo. Đi học mà cứ cảm giác thiếu thiếu",0
"Thư viện trường thì ít sách, mỗi lần cần tài liệu tìm hoài không ra. Có những sách cơ bản cũng không đủ, sinh viên toàn phải tự kiếm ngoài. Nhiều khi lên thư viện mà tay không đi về.",0
"Phòng lab mà máy tính cứ như đồ cổ, chạy còn thua rùa bò. Làm thực hành mà cứ đợi máy xử lý đến phát bực. Cứ như là thử thách lòng kiên nhẫn của sinh viên vậy.",0
"Căn tin thì vừa đắt mà còn dơ. Ăn uống xong nhiều khi đau bụng, chả hiểu nổi làm kiểu gì. Mua đồ ăn ở căn tin xong mà cứ như đang mạo hiểm",0
"Xung quanh trường thì vắng như chùa bà Đanh, chả có chỗ nào vui vẻ để đi. Kiểu như xong học là về nhà luôn chứ chẳng ở lại chơi được gì. Sinh viên muốn thư giãn cũng khó",0
"Ký túc xá vừa nhỏ lại vừa đông, ở thì cứ như sardine. Ban đêm ngủ mà ồn ào không chịu được, chẳng lúc nào được yên tĩnh. Sinh viên ở đây mà cũng thấy mệt",0
"Giờ giải lao thì ngắn mà tiết học cứ dồn dập, muốn nghỉ cũng chẳng đủ. Học liên tục đến căng thẳng, mệt mỏi. Ngồi học mà cứ thấy đuối.",0
"Chất lượng dạy học thì chênh lệch, có người dạy nhiệt tình, có người thì dạy qua loa cho xong. Lớp này giảng chi tiết, lớp kia thì nhanh như gió. Học xong mà thấy chẳng đều chút nào",0
"Bãi để xe thì ít mà sinh viên thì đông, mỗi lần đến muộn là tìm chỗ mệt muốn xỉu. Có hôm tìm mãi không có chỗ để xe, toàn phải đậu lung tung. Mệt mỏi hết sức.",0
"Đề thi thì nhiều khi chẳng ăn nhập với nội dung học. Đi học xong đến khi thi lại như lạc vào mê cung. Học cái này mà đề hỏi cái khác, chẳng biết đường nào mà lần.",0
"Sao cuộc thi nckh nào cũng hủy z alo trường ơi, muốn sv không được tốt nghiệp thiệt hả ?",0
"Hình như trường không quan tâm đến chất lượng giảng viên hay sao á, đi học mà vô nghe kể chuyện không. Biết bao nhiêu người phản ánh rồi mà ko hề quan tâm, chờ rớt gần hết rồi mới cho nghỉ?",0
"Trường rộng rãi, đẹp lắm luônnn 😍! Khuôn viên thì ngập cây xanh, có cả khu vườn nhỏ để nghỉ trưa mát mẻ. Chỗ nào cũng sống ảo được, học ở đây mà cứ như đi nghỉ dưỡng 🏞️📸!",1
"Thầy cô ở đây thì khỏi phải chê 💪! Hỏi gì là giảng liền, chỗ nào khó thì giảng đi giảng lại, ai cũng dễ hiểu luôn. Lên lớp thấy vui lắm vì được chỉ bảo tận tình, học xong không còn thấy áp lực 🥳.",1
"Thư viện trường xịn xò đỉnh của chóp luôn 📚! Sách gì cũng có, không thiếu thứ nào, ngồi cả ngày mà chả muốn đứng lên. Thêm chỗ ngồi thoải mái, vừa học vừa thư giãn chill lắm luônnn 📖✨.",1
"Căn tin đồ ăn vừa rẻ vừa ngon 🍛! Cơm, bánh, nước gì cũng có đủ hết mà giá hạt dẻ sinh viên nào cũng thích. Ngồi tám chuyện ăn uống ở đây, còn thêm bạn mới nữa chứ ☕😆!",1
"Hoạt động ngoại khoá trường đa dạng, vui khỏi nói 🎉! Câu lạc bộ nào cũng chất lượng, tham gia vừa học được bao điều hay, lại quen được nhiều bạn mới. Trường mình tổ chức sự kiện hoành tráng lắm luôn 🤗❤️!",1
"Phòng học đầy đủ tiện nghi, máy chiếu nét căng luôn 💻! Wifi thì căng đét, học online cũng như offline không khác gì mấy. Vào học mà thấy chuẩn chỉnh từ đầu tới cuối, không còn lo bị lag mạng nữa 📶😎.",1
"Giờ nghỉ giữa tiết dài vừa đủ để tụi mình nghỉ ngơi 😌. Không phải vội vã, có thời gian nạp năng lượng mà vẫn kịp giờ lên lớp. Học thế này thoải mái, không căng thẳng tẹo nào 😁!",1
"Bãi đậu xe thì thoải mái rộng rãi lắm luôn 🛵! Xe để có bảo vệ trông, đi học không phải lo xe cộ gì cả. Đến muộn một chút cũng không phải lo không có chỗ gửi xe, tiện hết cỡ 👍!",1
"Thầy cô thân thiện như bạn bè, nhiệt tình lắm luônnn 🤗! Ngoài bài học trên lớp, còn chia sẻ bao nhiêu là kinh nghiệm thực tế. Nghe xong thấy học được bao nhiêu điều bổ ích, có động lực học lên nữa 📈.",1
"Ký túc xá sạch sẽ và thoải mái như ở nhà luôn 🛏️. Phòng ở thì tiện nghi, sinh viên muốn gì cũng có. Môi trường sống dễ chịu lắm, ai ở cũng thấy thích ghê luôn 🏠😊!",1
"Cho dù được chọn bao nhiêu lần vẫn sẽ chọn học ở đây, nhờ trường mà mình có 4 năm thanh xuân đẹp nhất. Nguyện seeding cho trường cả đời ạ, mãi iuuuu!",1
"4 năm đại học như bị chôn vùi ở đây z, chán xỉu",0
"Học ở đây liệu có tương lai không nhỉ, thấy mấy ngành nghề bây giờ cạnh tranh cao quá, sợ làm ko lại huhu",0
"Giảng viên cho điểm dễ thở thực sự, đi học tâm trạng thoải mái nên học j cũng zô, yêu thầy cô hahaaa",1
"Nghĩ sao học 3-4 tiếng liên tục mà bà cô ko cho nghỉ giải lao nổi 5 phút, sáng đã phải đi học sớm rồi còn ko có giờ giải lao",0
"Giáo viên chấm bài cũng dễ nên trộm vía GPA cũng cao, mãi yêu trường, nhưng mà hên xui gặp phải người khó nha các bạn, tích đức thoiii",1
"Sắp ra trường rồi, tôi không muốnnnn, tôi muốn ngồi trên thế nhà trường mãi huhu, ước gì có thể đi học hoài🥹🥹",1
"Câu lạc bộ trong trường apply mà khó gấp 1000 lần apply đi xin việc parttime, khó hiểu thật sự",0
"Trường có thể nào đầu tư thêm vài cái ổ điện và thay đổi bàn ghế được ko, đóng tiền thì nhiều mà cơ sở vật chất ko khen được chỗ nào 🤷🏻‍♀️",0
"canteen của trường nấu đồ ăn ngon nhứt nách luôn mấy bà oiiii, rcm mng ăn nui xào bò, ngon bổ rẻ",1
"đi học trễ có 15p mà thầy trừ hẳn 1đ điểm quá trình thì có ác quá ko ạ, cũng năn nỉ lý do các kiểu mà ổng ko thay đổi, buồn hôm qua giờ",0
"Năn nỉ trường nghe được là hãy tân trang nvsinh huhu, nó cũ kĩ mà nó tăm tối mà nó bốc mùi thì thôi nhé 😓😓",0
"Thích nhất là đi học vào những buổi có thuyết trình để được ngắm slides các bạn khác làm, tôi thích thuyết trình, hy vọng thầy cô sẽ cho học kiểu này nhiều hơn",1
"Trường có thể đầu tư cái lễ tốt nghiệp xịn xò hơn cho sinh viên được ko, làm cái lễ gì mà bèo bọt, chỗ ngồi thì ít mà sv thì đông như thế, kỉ niệm chẳng tốt đẹp gì 😮‍💨",0
"Trường có thể kiểm tra lại khâu vệ sinh an toàn thực phẩm được ko, sao e với bạn ăn đồ canteen xong bị tiêu chảy 2-3 ngày rồi chưa đỡ, đáng lo ngại thật sự",0
"Cái máy lạnh hư cả năm trời mà trường cũng ko cho người đến sửa, ngồi học mà cứ tưởng như đang ngồi trong lò thiêu giữa cái nắng oi ả này, nhét mãi kiến thức ko vào nổi luôn 🤬",0
"Sao the opening day của trường lại ko mời mấy ca sĩ hot hot về hát z, nhìn trường khác mời mấy người nổi nổi mà ham 😭",0
"Trường cho nghỉ tết hẳn 1 tháng hâhhaha, em yêu trường trong 4 ngày nha trường ơiiii, mãi đỉnh 8386 ạ",1
"T thật sự muốn biết cách chấm điểm của bà cô dạy toán thống kê, làm bài hết mình mà điểm ra hết hồn, thất vọng thật sự, làm sao để cứu vãn môn này đây huhu 😢",0
"trường có nhiều clb và nhiều hoạt động thú vị thật sự, với một người thích ngoại giao như toi thì toi tình nguyện seeding mãi cho trường nha, hãy tổ chức nhiều hơn nữa đi ạaaa",1
"từ ngày học đại học mới biết thế nào là chìm trong đống deadline, thầy cô có thể nào giãn thời gian được ko trời, học một lần 5-6 môn mà deadline dí bù đầu bù cổ, mệt mỏi thực sự",0
"tiền học phí tăng chóng mặt z trường ơi huhu, có thể e sẽ ko còn đi học được trong tương lai vì học phí ngày càng cao mà gđinh e ko chi trả nổi nữa rồi :(((",0
"thật sự cảm ơn trường vì đã có rất nhiều chính sách học bổng cho những sinh viên khó khăn có cơ hội được đi học để theo đuổi ước mơ, hi vọng trường sẽ tiếp tục giữ những học bổng này và phát triển hơn để các bạn đều có cơ hội",1
"trường có thể đầu tư thêm vài cái ghế đá dưới sân đc ko, sân thì rộng mà chỗ ngồi thì ko có, cứ ngồi lê lết trên hành lang nhìn phát chán😭",0
"Trường dạy đa ngành và giảng viên cũng rất nhiệt huyết nên các bạn cấp 3 có thể tham khảo nha, học phí cũng phải chăng nữa",1
"Đóng tiền đi học mà phải lên lớp nghe mấy thầy cô kể chuyện con cái và khoe mẽ thành tích là sao z tròi, thứ tôi muốn là kiến thức mà, ko hiểu nổi luôn áaaaa, muốn hét 1 cái thật to😤",0
"bài tập thì nhiều mà thời gian làm có 3-4 ngày thì ko hiểu là muốn sinh viên vắt chân lên cổ để làm hay gì, có thể nào suy nghĩ cho sinh viên hơn đc k",0
"canteen nên giảm giá bán 1 chút chứ bán cho sinh viên mà 30-40k 1 phần thì tiền đâu chịu cho nổi đây, mong trường xem xét cân nhắc để sinh viên có những bữa ăn tiện lợi và phù hợp vs túi tiền",0
"Thầy cô khoa kế toán đáng yêu thật sự ấy, hỗ trợ sinh viên hết mình mà ai cũng trộm vía dễ thương, cho làm bài để kiếm điểm tăng GPA, yêu thầy cô thực sự 🫶🫶🫶",1
"Mấy cuộc thi sao ngày càng ít đi vậy trường ơi, e muốn vùng vẫy trong các bài nghiên cứu cơ huhu, xin trường hãy mở thêm các cuộc thi 🥹",0
"mới ngày nào vừa vô năm 1 mà giờ sắp ra trường rồi hic, tôi muốn đi học cùng các bạn và đến trường mỗi ngày cơ 🥹 yêu trường yều thầy cô yêu các bạn",1
"cái chỗ đậu xe thì bé, xe thì nhiều, mấy bạn nữ ko biết dắt xe mà trường cũng ko hỗ trợ một người đứng coi xe hỗ trợ mấy bạn lấy xe ra nữa, mỗi lần ra về là như đi trong biển người, nghĩ mà ngán",0
"mấy cái đồ lưu niệm của trường mà sao bán mắc dữ vậy trời, cái dây đeo thẻ thôi mà đã 100k, đắt cắt cổ",0
"học ở đây đúng là 1 quyết định sáng suốt của cuộc đời, csvc thì ổn, giảng viên thì dễ thương mà được cái học phí cũng hợp lý nữa",1
"trường có thể đổi đồng phục khác được ko ạ, đồng phục gì mà phối màu thấy ghê, ko dám mặc ra đường luôn á trường ơi🫨",0
"công nhận canteen trường nấu đồ ăn ngon quãiii, có lần ăn cơm thịt kho mà đúng y như vị mẹ nấu cho ăn luôn, trường ra thêm nhiều món trong menu nữa nhaaaa",1
"Cái phòng máy tính của trường thì to, mà mạng thì lag cực độ, ko vô được một cái gì luôn thì làm sao mà học nổi đây trường ơi, đầu tư gấp mậy cục wifi hoành tráng lệ đi ạa, chán dữ luôn á🥹",0
"Thầy cô giảng bài 1 đằng mà đi thi ra đề 1 nẻo, cảm thấy mình hiểu bài mà vô phòng thi gặp cái đề xịt keo cứng ngắc luôn, muốn sinh viên rớt hết hay gì á trời",0
"Từ 1 đứa hướng nội mà nhờ tham gia mấy hoạt động của trường, giờ đây tôi hướng tùm lum luôn, mấy hoạt động của trường vui quãiiii, mọi người apply thử đi là hiểu lìnnn",1
"tính ra trường cũng tâm lý với sinh viên quá trời, phòng học nào cũng 2-3 cái máy lạnh mát rười rượi, cảm giác sung sướng nhất là đây chứ đâu",1
"Mong trường sẽ xem xét lại chất lượng csvc, bàn học thì mục hết gỗ, ghế thì gãy, wifi thì yếu, đóng 1 đống tiền mà csvc ko thấm vào đâu được",0
